"uoc_id","saf_id","sede_provincia","tipo","rubro_modal","anclado","n_adj","n_sup","acceso","contenido","uA1","uA2","n_sedes","N_distribuido","N_tamano","N_juris","N_fundacion","N_rango","N_presupuesto","S_escala","S_directa"
"374|84/143-JEFATURA DE AGRUPACION DE ARTILLERIA DE CAMPAÑA 601",374,"Buenos Aires","seguridad_defensa","ALIMENTOS",TRUE,299,54,-0.00731940804864368,-0.770210932255924,-0.581807761422286,-0.124308131921233,21,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","chica","sin_directa"
"374|84/144-REGIMIENTO DE INFANTERIA 4",374,"Corrientes","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,40,23,0.12462753859875,-0.716138684783606,-0.53969576834674,0.023383036273531,21,"distribuido","chica","Corrientes","antiguo","desconcentrada","alto","chica","sin_directa"
"374|84/147 - ESCUELA MILITAR DE MONTE",374,"CABA","seguridad_defensa","ALIMENTOS",TRUE,338,94,-0.115315250717105,-0.768312531694899,-0.267967130733099,-0.205600277532628,21,"distribuido","media","CABA","antiguo","desconcentrada","alto","chica","sin_directa"
"374|84/148 ESCUELA DE TROPAS AEROTRANSPORTADAS Y OPERACIONES ESPECIALES",374,"Buenos Aires","seguridad_defensa","BAZAR Y MENAJE",TRUE,99,47,0.0136330786018976,-0.737160532406397,-0.581807761422286,-0.124308131921233,21,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","chica","sin_directa"
"374|84/15 - Comando de Brigada Blindada I",374,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,808,170,0.0320361561314381,-0.7472771799519,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","chica","mixto"
"374|84/16 - Comando Brigada Blindada II",374,"Entre Ríos","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,909,205,0.0519932592803109,-0.73074708884856,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Entre Ríos","antiguo","desconcentrada","alto","media","sin_directa"
"374|84/17 - Comando Brigada de Montaña V",374,"Salta","seguridad_defensa","ALIMENTOS",TRUE,1383,233,0.00885980843865522,-0.728402144745329,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Salta","antiguo","desconcentrada","alto","media","mixto"
"374|84/18 - Comando de la Brigada de Montaña VI",374,"Neuquén","seguridad_defensa","ALIMENTOS",TRUE,487,121,-0.0265829780560822,-0.717574133398809,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Neuquén","antiguo","desconcentrada","alto","grande","mixto"
"374|84/19 - Comando Brigada de Montaña VIII",374,"Mendoza","seguridad_defensa","ALIMENTOS",TRUE,659,138,0.089292358248031,-0.719144029041743,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Mendoza","antiguo","desconcentrada","alto","media","mixto"
"374|84/20 - Comando Brigada Mecanizada IX",374,"Chubut","seguridad_defensa","ALIMENTOS",TRUE,599,114,0.00905414862155138,-0.779957121043549,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Chubut","antiguo","desconcentrada","alto","media","mixto"
"374|84/21 - Comando Brigada Mecanizada XI",374,"Santa Cruz","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,760,193,-0.0884112378538963,-0.726441031558278,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Santa Cruz","antiguo","desconcentrada","alto","media","mixto"
"374|84/22 - Comando de Brigada de Monte XII",374,"Misiones","seguridad_defensa","ALIMENTOS",TRUE,904,222,-0.0477005899250407,-0.726679268074976,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Misiones","antiguo","desconcentrada","alto","media","sin_directa"
"374|84/23 - Escuela de Suboficiales del Ejercito Sargento Cabral - Estado Mayor General del Ejercito",374,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,886,229,0.0903378490390044,-0.741574840784466,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","chica","mixto"
"374|84/24 - Colegio Militar de la Nación - Compras y Contrataciones",374,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,1074,200,-0.0176825137711783,-0.78906064376359,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","media","mixto"
"374|84/26 - Hospital Militar Central 601",374,"CABA","seguridad_defensa","PROD. MEDICO/FARMACEUTICOS/LAB",TRUE,1912,323,0.294279095997535,-0.615069826080464,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","grande","mixto"
"374|84/28 - Jefatura Agrupación Artillería Antiaérea Ej. 601 - EC",374,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,634,145,0.0316258538374871,-0.734246771864201,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","chica","mixto"
"374|84/29 - Liceo Militar General Espejo",374,"Mendoza","seguridad_defensa","ALIMENTOS",TRUE,315,120,-0.0037909011383106,-0.65943054508975,-0.447851561446162,-0.067825967633785,21,"distribuido","media","Mendoza","antiguo","desconcentrada","alto","media","mixto"
"374|84/30 - Liceo Militar General Paz",374,"Córdoba","seguridad_defensa","ALIMENTOS",TRUE,624,163,0.0448209124847584,-0.726579722780914,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Córdoba","antiguo","desconcentrada","alto","media","mixto"
"374|84/31 - Liceo Militar General Belgrano",374,"Santa Fe","seguridad_defensa","BAZAR Y MENAJE",TRUE,499,144,-0.0546805493257267,-0.683223361288743,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Santa Fe","antiguo","desconcentrada","alto","media","mixto"
"374|84/32 - Liceo Militar General Araoz de Lamadrid",374,"Tucumán","seguridad_defensa","ALIMENTOS",TRUE,308,108,-0.00457173692544823,-0.656789891010407,-0.447851561446162,-0.067825967633785,21,"distribuido","media","Tucumán","antiguo","desconcentrada","alto","media","sin_directa"
"374|84/33 - DIRECCION DE INTELIGENCIA OPERACIONAL",374,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,455,106,0.064281454548182,-0.816571727877628,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","mixto"
"374|84/34 - Regimiento de Granaderos a Caballo",374,"CABA","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,247,70,0.0308291655067458,-0.820751399754923,-0.267967130733099,-0.205600277532628,21,"distribuido","media","CABA","antiguo","desconcentrada","alto","chica","mixto"
"374|84/35 - Instituto Social Militar Dámaso Centeno",374,"CABA","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,285,115,0.0901474814143031,-0.561261418191078,-0.267967130733099,-0.205600277532628,21,"distribuido","media","CABA","antiguo","desconcentrada","alto","grande","sin_directa"
"374|84/36 - Escuela Militar de Montaña",374,"Neuquén","seguridad_defensa","ALIMENTOS",TRUE,392,98,-0.0343237021209717,-0.726499228372067,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Neuquén","antiguo","desconcentrada","alto","chica","mixto"
"374|84/37 - Hospital Militar Regional Córdoba",374,"Córdoba","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,691,155,0.197032934557339,-0.618764886552915,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Córdoba","antiguo","desconcentrada","alto","media","sin_directa"
"374|84/39 - Comando Brigada Paracaidista IV",374,"Córdoba","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,879,179,0.0637304627555205,-0.719844182467952,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Córdoba","antiguo","desconcentrada","alto","chica","mixto"
"374|84/40 - Comando Brigada Mecanizada X",374,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,437,95,-0.0322411097138962,-0.655448944647423,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","grande","mixto"
"374|84/41 - Contaduría general del Ejercito",374,"CABA","seguridad_defensa","ALIMENTOS",TRUE,187,76,0.138489165166669,-0.633231478165335,-0.267967130733099,-0.205600277532628,21,"distribuido","media","CABA","antiguo","desconcentrada","alto","media","mixto"
"374|84/42 - CENTRO DE EDUCACION OPERACIONAL DUQUE DE CAXIAS",374,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,61,40,0.131485627804202,-0.736700344515381,-0.673651968322864,-0.0330991280139174,21,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mixto"
"374|84/48 - Batallón de Ingenieros Anfibios 121",374,"Corrientes","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,675,152,0.00169554038184756,-0.729818437473365,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Corrientes","antiguo","desconcentrada","alto","chica","sin_directa"
"374|84/71 - Liceo Militar General Roca",374,"Chubut","seguridad_defensa","ALIMENTOS",TRUE,423,90,-0.0572557382492588,-0.743766455962683,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Chubut","antiguo","desconcentrada","alto","media","sin_directa"
"374|84/74 - Sastrería Militar",374,"CABA","seguridad_defensa","INDUMENT TEXTIL Y CONFECCIONES",TRUE,294,90,0.211817206812085,-0.636655056492153,-0.267967130733099,-0.205600277532628,21,"distribuido","media","CABA","antiguo","desconcentrada","alto","media","mixto"
"374|84/77 - Departamento Contaduría y Finanzas (EMGE)",374,"CABA","seguridad_defensa","ALIMENTOS",TRUE,2940,506,0.165316646742813,-0.675130832246433,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","media","mixto"
"374|84/81 - Jefatura Agrupación Comunicaciones 601",374,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,397,98,0.0435047530292348,-0.73898812146177,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","mixto"
"374|84/88 - DIRECCION DE EDUCACION OPERACIONAL",374,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,783,199,0.0240099406868844,-0.787102420258881,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","mixto"
"374|84/89 - Dirección General de Educación",374,"CABA","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,1004,315,0.0142339449757819,-0.742831046257453,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","sin_directa"
"374|84/98 - Regimiento de Infantería 1 Patricios",374,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,288,121,0.00434133065524499,-0.750125928597127,-0.267967130733099,-0.205600277532628,21,"distribuido","media","CABA","antiguo","desconcentrada","alto","chica","sin_directa"
"374|84/99 - Hospital Militar Regional Mendoza",374,"Mendoza","seguridad_defensa","PROD. MEDICO/FARMACEUTICOS/LAB",TRUE,697,145,0.218048143329759,-0.622003569540832,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Mendoza","antiguo","desconcentrada","alto","grande","sin_directa"
"375|37/000 - Departamento Contrataciones",375,"CABA","seguridad_defensa","INDUMENT TEXTIL Y CONFECCIONES",TRUE,89,49,0.368894325439441,-0.361354793078891,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","grande","mixto"
"375|37/001 - Unidad Tecnica Administrativa Contable DNG",375,"CABA","seguridad_defensa","ALIMENTOS",TRUE,317,99,0.100224915136408,-0.581943320860788,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","grande","mixto"
"375|37/002 - Unidad Tecnica Administrativa Contable Digeapoyo",375,"CABA","seguridad_defensa","INDUMENT TEXTIL Y CONFECCIONES",TRUE,247,106,0.257617235094485,-0.547580636870765,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","grande","mixto"
"375|37/003 - Centro Asistencial Buenos Aires",375,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,249,117,0.0691439530936982,-0.498455061237383,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","grande","mixto"
"375|37/004 - Unidad De Inteligencia Buenos Aires Sur",375,"CABA","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,65,39,0.181415204401875,-0.566459888115695,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/005 - Escuela De  Gendarmería Nacional Grl D. M.M. De Güemes",375,"Buenos Aires","seguridad_defensa","ALIMENTOS",TRUE,282,138,0.105921058877014,-0.690206195699714,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/006 - Escuela Superior De Gn Grl Br D. M.M. Calderón",375,"Buenos Aires","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,100,58,-0.0265923910919889,-0.571435375377952,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/007 - Escuela De Suboficiales Cabo Raúl Remberto Cuello",375,"Buenos Aires","seguridad_defensa","ALIMENTOS",TRUE,249,120,-0.0938632675891445,-0.583385191773913,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","grande","mixto"
"375|37/009 - Instituto De Capacitación Especializada Cabo Juan Adolfo Romero",375,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,258,131,-0.0313721679332347,-0.677053612259853,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/010 - Comando De Región I",375,"Buenos Aires","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,174,96,0.130755034975934,-0.575818601125974,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/011 - Destacamento Movil 1",375,"CABA","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,112,64,0.119440667547074,-0.724096366178676,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/013 - Comando De Región II",375,"Santa Fe","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,200,69,-0.128312939848728,-0.626087456276809,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Santa Fe","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/014 - Destacamento Movil 2",375,"CABA","seguridad_defensa","REPUESTOS",TRUE,279,92,-0.175271757211057,-0.632425547179958,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/015 - Jefatura De Agrupacion III Corrientes",375,"Corrientes","seguridad_defensa","REPUESTOS",TRUE,115,49,-0.221149792035642,-0.482228124584346,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Corrientes","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/017 - Escuadrón 47 Ituzaingo",375,"Corrientes","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,158,84,-0.117510730187693,-0.650398300053095,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Corrientes","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/018 - Escuadron 7 Pasos De Los Libres",375,"Corrientes","seguridad_defensa","REPUESTOS",TRUE,122,48,-0.119979934868423,-0.651472869658248,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Corrientes","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/019 - Jefatura De Agrupación V Entre Rios",375,"Entre Ríos","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,134,78,-0.154478215780227,-0.552222252958387,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Entre Ríos","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/020 - Escuadrón 4 Concordia",375,"Entre Ríos","seguridad_defensa","REPUESTOS",TRUE,98,52,-0.195462974084912,-0.63213662570573,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Entre Ríos","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/021 - Escuadrón 6 Concepción Del Uruguay",375,"Entre Ríos","seguridad_defensa","REPUESTOS",TRUE,92,68,-0.121483582627363,-0.650190372516479,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Entre Ríos","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/022 - Escuadrón 56 Gualeguaychú",375,"Entre Ríos","seguridad_defensa","REPUESTOS",TRUE,70,46,-0.122299733846698,-0.576334376037739,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Entre Ríos","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/023 - Jefatura De Agrupación Iv Misiones",375,"Misiones","seguridad_defensa","REPUESTOS",TRUE,92,50,-0.101052655858194,-0.607096430938664,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Misiones","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/024 - Escuadrón 8 Alto Uruguay",375,"Misiones","seguridad_defensa","REPUESTOS",TRUE,96,61,-0.262857685503852,-0.61454972433508,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Misiones","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/025 - Escuadrón 9 Oberá",375,"Misiones","seguridad_defensa","REPUESTOS",TRUE,137,73,-0.117419506758413,-0.662248217707677,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Misiones","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/026 - Escuadrón 10 Eldorado",375,"Misiones","seguridad_defensa","REPUESTOS",TRUE,127,69,-0.321468811203275,-0.573591160588716,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Misiones","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/027 - Escuadrón 11 San Ignacio",375,"Misiones","seguridad_defensa","REPUESTOS",TRUE,125,71,-0.16763981831426,-0.661534892525562,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Misiones","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/028 - Escuadrón 12 Bernardo De Irigoyen",375,"Misiones","seguridad_defensa","BAZAR Y MENAJE",TRUE,78,55,-0.245904098040867,-0.615704494254091,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Misiones","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/029 - Escuadrón 13 Iguazú",375,"Misiones","seguridad_defensa","CERRAJERIA",TRUE,120,69,-0.107255127071847,-0.630835274548939,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Misiones","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/030 - Jefatura De Agrupación VIFormosa",375,"Formosa","seguridad_defensa","REPUESTOS",TRUE,101,46,-0.388958818366169,-0.495199499755788,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Formosa","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/031 - Escuadrón 5 Pirané",375,"Formosa","seguridad_defensa","REPUESTOS",TRUE,76,50,-0.303861000006806,-0.558772101851383,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Formosa","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/032 - Escuadrón 16 Clorinda",375,"Formosa","seguridad_defensa","REPUESTOS",TRUE,99,65,-0.198699851714248,-0.564480870736268,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Formosa","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/033 - Escuadron 18 Lomitas",375,"Formosa","seguridad_defensa","REPUESTOS",TRUE,50,32,-0.319907504724747,-0.535030171342601,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Formosa","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/034 - Escuadrón 19 Ingeniero Juarez",375,"Formosa","seguridad_defensa","REPUESTOS",TRUE,52,32,-0.217915567381022,-0.679438976761754,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Formosa","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/035 - Jefatura de Región III",375,"CABA","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,74,43,-0.0543127703870659,-0.580328286005417,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/036 - Destacamento Movil 5",375,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,146,90,-0.158618640463043,-0.677660820118368,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/037 - Jefatura De Agrupación VII Salta",375,"Salta","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,144,82,-0.0760581613722116,-0.653265883114367,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Salta","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/038 - Escuadrón 20 Orán",375,"Salta","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,164,82,-0.067668843146227,-0.646109764363033,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Salta","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/039 - Escuadrón 21 La Quiaca",375,"Jujuy","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,63,38,-0.151981369268376,-0.593165478863252,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Jujuy","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/040 - Escuadrón 52 Tartagal",375,"Salta","seguridad_defensa","REPUESTOS",TRUE,160,83,-0.144361641381835,-0.667977275771391,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Salta","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/042 - Escuadrón 54 Aguaray",375,"Salta","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,120,65,-0.0977835577726169,-0.681913348012454,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Salta","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/043 - Escuadrón 55 Tucumán",375,"Tucumán","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,70,46,-0.143280372252172,-0.595935180320916,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Tucumán","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/044 - Jefatura De Agrupación  VIII Catamarca",375,"Catamarca","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,89,55,-0.082524149058252,-0.552978352660732,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Catamarca","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/045 - Escuadrón 23 Tinogasta",375,"Catamarca","seguridad_defensa","REPUESTOS",TRUE,38,25,-0.106031629069214,-0.647049351867663,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Catamarca","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/046 - Escuadrón 24 Chilecito",375,"La Rioja","seguridad_defensa","BAZAR Y MENAJE",TRUE,95,70,-0.157052118320989,-0.61733115454149,-0.53969576834674,0.023383036273531,87,"distribuido","chica","La Rioja","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/047 - Jefatura De Agrupación X San Juan",375,"San Juan","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,167,85,-0.139746462826786,-0.626840078048797,-0.447851561446162,-0.067825967633785,87,"distribuido","media","San Juan","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/048 - Escuadrón 25 Jachal",375,"San Juan","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,79,44,-0.405219293677839,-0.455880444422438,-0.53969576834674,0.023383036273531,87,"distribuido","chica","San Juan","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/049 - Escuadrón 26 Barreal",375,"San Juan","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,74,51,-0.217996673636052,-0.61570952143816,-0.53969576834674,0.023383036273531,87,"distribuido","chica","San Juan","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/050 - Jefatura De Agrupación XI Cuyo",375,"Mendoza","seguridad_defensa","REPUESTOS",TRUE,142,85,-0.237288439574783,-0.607269983689911,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Mendoza","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/051 - Escuadrón 27 Uspallata",375,"Mendoza","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,144,77,-0.114711590545725,-0.602094491549723,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Mendoza","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/052 - Escuadrón 28 Tunuyan",375,"Mendoza","seguridad_defensa","REPUESTOS",TRUE,100,58,-0.221921234320446,-0.649890896139357,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Mendoza","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/053 - Escuadrón 29 Malargüe",375,"Mendoza","seguridad_defensa","REPUESTOS",TRUE,77,43,-0.209241427351924,-0.607391956678737,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Mendoza","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/055 - Destacamento Movil 4",375,"CABA","seguridad_defensa","REPUESTOS",TRUE,26,23,-0.185674051425401,-0.645063153309269,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/056 - Jefatura De Agrupación XII Comahue",375,"Neuquén","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,52,44,-0.179129595877639,-0.620583752084158,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Neuquén","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/057 - Escuadrón 30 Chos Malal",375,"Neuquén","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,66,44,-0.184569734413537,-0.637066175699543,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Neuquén","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/058 - Escuadrón 31 Las Lajas",375,"Neuquén","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,48,38,-0.138134018335226,-0.619532067545616,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Neuquén","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/059 - Escuadrón 32 Alumine",375,"Neuquén","seguridad_defensa","BAZAR Y MENAJE",TRUE,76,56,-0.00337258273811342,-0.695576508767716,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Neuquén","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/060 - Escuadrón 33 San Martin De Los Andes",375,"Neuquén","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,135,79,-0.0145520538706315,-0.597878885536191,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Neuquén","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/061 - Escuadrón 34 Bariloche",375,"Río Negro","seguridad_defensa","BAZAR Y MENAJE",TRUE,149,77,-0.175698399781136,-0.501198796226188,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Río Negro","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/062 - Escuadrón 35 El Bolson",375,"Río Negro","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,82,52,-0.176702586168628,-0.516621046233235,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Río Negro","antiguo","desconcentrada","alto","media","mayoria_directa"
